edad_anios,antiguedad_laboral_anios,amt_income_total,amt_credit,amt_annuity,calificacion_region_ciudad,CODE_GENDER,ORGANIZATION_TYPE,NAME_EDUCATION_TYPE,default
58,5.29412310379895,81008.74202191731,164498.83725828558,12244.120519173797,2,F,Business Entity,Secondary / secondary special,0
51,0.8036801461371275,28028.14390477479,66077.19897566496,5177.537686096062,3,F,Other,Higher education,0
54,4.0405539135743345,33445.425844268546,140647.1865598406,14013.87646298488,2,F,Business Entity,Secondary / secondary special,0
23,3.7448682146500727,58916.69617198563,102062.38763400968,12046.006088668662,2,F,Business Entity,Higher education,0
24,6.0,95202.7576306595,205466.59180451254,12601.5274209306,1,F,Self-employed,Secondary / secondary special,0
49,0.28343189660298773,49910.14874334646,137511.66168551802,7478.893329800956,2,M,Self-employed,Secondary / secondary special,0
49,10.94061256873065,24511.112496419642,37553.78134305543,2389.8931738810634,1,M,Self-employed,Incomplete higher,0
42,6.0699764123797495,40098.17635630113,167106.07899834917,16952.45182966827,2,M,Self-employed,Secondary / secondary special,0
50,1.217534918634295,58694.22831667617,203103.63085172247,12922.247205828435,2,M,Government,Higher education,0
24,1.0130622498542123,24190.5107218339,112543.39637299965,10230.720103558891,2,F,Business Entity,Secondary / secondary special,0
29,2.8251791229219063,21179.942373003814,34070.237743274345,3111.3676191251798,1,F,Other,Secondary / secondary special,0
33,8.506815700767824,30561.87180969129,74872.53322117454,5286.720896123936,3,F,Other,Secondary / secondary special,0
33,9.255955046557203,50504.452223518965,205016.8037226119,11237.143142374242,2,F,School,Secondary / secondary special,0
60,3.6745990937789745,18313.483614954668,70745.40782996932,5514.182630411866,2,F,Government,Secondary / secondary special,0
53,9.859607853347406,25679.816346549615,60365.57104719394,3807.557159806188,2,M,Business Entity,Secondary / secondary special,0
30,0.02729290084990225,41640.55880608552,149277.53376213345,9391.516099270586,3,M,Government,Secondary / secondary special,1
24,0.17904079668533324,62646.26720494472,268010.23992137064,23204.65380539411,1,F,Self-employed,Secondary / secondary special,1
53,12.141965858787668,41986.58206365496,67885.26883513707,6592.914101043414,3,M,Business Entity,Incomplete higher,0
64,7.465656049794288,43797.95439512891,175704.2268882697,9712.763386209499,2,M,School,Secondary / secondary special,0
26,2.995607838660204,60021.66500973599,142991.99708733422,12938.273076882919,1,M,Government,Secondary / secondary special,0
49,7.004200830897263,80710.8993500627,388823.1038420636,26142.177294468507,2,M,Other,Secondary / secondary special,1
28,10.0,76325.0096039493,258266.336881416,25085.63251349475,3,M,Business Entity,Incomplete higher,0
25,7.0,13086.274370970661,21158.564167848974,2257.938471599112,1,F,Self-employed,Secondary / secondary special,0
50,9.237566130414908,38140.38434174972,111065.07250721258,11827.425582528473,2,M,Business Entity,Secondary / secondary special,1
40,7.148234887113555,57311.577460160865,279800.3653858044,21234.132291739534,2,M,Business Entity,Secondary / secondary special,1
42,0.9208829360986772,84956.39174342489,344609.0770801936,30914.49336794629,2,F,Self-employed,Incomplete higher,1
25,7.0,50035.763843545836,127675.08340471792,13477.211085841129,3,M,Government,Secondary / secondary special,0
62,1.0852409542776622,23633.177997087994,83033.64726411182,4505.133209332175,2,F,Government,Secondary / secondary special,1
39,11.156502888708339,25247.78140719457,90812.60234682311,8390.512658207716,3,M,Self-employed,Secondary / secondary special,1
21,3.0,25603.494358596996,40497.52229803338,4396.270853392461,2,F,Other,Secondary / secondary special,0
57,5.650154920401212,42351.51363913413,90035.79284197638,6848.571668941363,2,F,Self-employed,Secondary / secondary special,0
20,2.0,28569.328011874582,98027.62920791662,8026.361901890225,2,M,Other,Secondary / secondary special,0
46,0.4935298065390978,7924.138747641674,23056.343162030123,2280.5251468967876,2,M,Business Entity,Secondary / secondary special,1
58,1.717540807299649,20147.903011191433,43622.8766107256,2388.4366791993225,2,M,Other,Secondary / secondary special,0
46,20.592731580595924,29082.021351052674,122270.72228271628,9414.175233453134,2,F,Business Entity,Lower secondary,0
51,16.184530955637385,18375.228420276497,59011.71683127814,4172.113858112532,2,F,Business Entity,Secondary / secondary special,0
51,1.9318938162252417,19796.00197728044,51170.80425311358,2619.412871989293,3,M,Business Entity,Secondary / secondary special,0
45,27.0,101263.90564531313,209198.13690147016,13329.704938026976,2,F,Self-employed,Secondary / secondary special,0
30,9.339462999982404,36159.28542802725,131586.2348162153,10225.809688312607,2,M,Business Entity,Higher education,0
32,4.720359131065985,29939.760101834912,114726.60263661349,7321.852880271924,3,F,Business Entity,Secondary / secondary special,0
40,0.20475907859273568,50699.51958344507,194868.17955721525,17960.587432303855,2,F,Government,Incomplete higher,0
61,11.585795374018868,64410.678355796066,146277.0216166046,11907.78078074778,2,F,Self-employed,Secondary / secondary special,0
43,4.0757750321627695,111335.98854662724,398993.0481275037,21052.345756570918,2,F,Government,Secondary / secondary special,1
21,3.0,85194.01884599189,397764.282275499,27546.29764695418,2,F,Self-employed,Secondary / secondary special,0
43,8.991779486674668,45134.59997388967,123495.33372744801,6343.137004426375,3,F,Other,Incomplete higher,0
57,8.948993420154569,16875.127138208318,37761.20645432705,2834.7134753750533,2,F,Other,Lower secondary,0
26,5.989520625581541,21999.143709697986,92451.9141536477,6299.46090587154,2,M,Business Entity,Incomplete higher,1
22,1.7224272549226378,29705.003442000256,62947.58437493708,6179.757906285453,2,M,Other,Higher education,0
49,2.048572553303348,46783.301025372384,111724.16123668905,7990.342726277982,1,M,Business Entity,Secondary / secondary special,0
37,1.8442380310571544,38069.10198736144,70513.69897135628,5377.452708437664,2,F,Self-employed,Secondary / secondary special,0
67,0.1012482335884563,17387.14868005428,42382.21998413487,4270.999357559624,1,M,Other,Secondary / secondary special,0
28,4.368179001626665,15900.796577460338,46687.48532388132,3906.0728517126904,2,M,Government,Higher education,0
32,6.000462884872687,41336.61825993553,71287.16905619204,6341.122467940997,3,M,Other,Secondary / secondary special,0
49,9.616156128378986,38561.90978721294,175494.52602037915,19110.347679141963,2,F,Other,Secondary / secondary special,0
45,0.7550763631875566,32697.75062177008,107832.66183072273,6953.285259074233,2,F,Other,Secondary / secondary special,0
39,3.9283209632034355,46233.64353161789,164516.07316477134,19617.38797317303,2,M,School,Higher education,0
58,0.04020189027657103,67738.24583278973,189633.22920144378,21429.94992311711,2,F,Other,Incomplete higher,0
34,0.4996190938492254,42405.54743245478,163024.87474440393,11421.31046654418,1,M,Business Entity,Secondary / secondary special,0
43,0.2786828303436694,22678.54999509948,68290.46788478876,7683.066157452204,2,M,School,Higher education,0
61,6.463619997163103,94618.64397736428,394048.6354247191,40499.10944552055,2,F,Self-employed,Secondary / secondary special,1
24,0.42266986260976386,33251.18746529762,145470.86950244478,16751.400204117585,3,F,Other,Secondary / secondary special,1
59,6.30188659842545,37234.78993260121,143408.74681514959,14108.475525385087,2,M,Business Entity,Lower secondary,0
43,1.435909017439732,26190.996373898663,84326.48753140634,8197.665980420363,3,F,Other,Secondary / secondary special,0
42,10.506921082660936,21221.990815859393,89937.58163281977,4518.689721962298,3,M,Other,Secondary / secondary special,0
27,8.387245303875497,22103.75589827479,71395.10038329652,5941.700660462609,2,F,Other,Secondary / secondary special,0
62,15.830256841728648,19803.28033540759,37433.8371405291,2396.4694241895245,3,F,Business Entity,Secondary / secondary special,0
36,10.760577993176634,8062.907156726495,15377.502200224959,1117.7245446108948,2,F,Other,Secondary / secondary special,0
28,10.0,33586.186227609214,161886.79427170858,19186.35247553427,2,F,Government,Secondary / secondary special,1
30,9.785850402050437,63017.92115804367,141630.92063952118,7929.226502214263,2,M,Business Entity,Incomplete higher,0
25,5.910761408597214,22199.915982622402,96697.00584476795,9725.209784174926,1,F,Other,Higher education,0
57,0.9332092921115922,130580.33950657907,308622.57470015594,19167.356501558814,3,M,Business Entity,Secondary / secondary special,0
21,1.5852627582675494,72634.03580098537,218463.59235989547,11036.364243017035,2,F,Business Entity,Secondary / secondary special,1
64,1.195900803910931,35986.10183520448,136470.75585839228,11613.56710678046,2,F,Business Entity,Higher education,0
48,4.626478118163569,20836.449026457292,42840.47066476603,2625.48128264413,2,F,Business Entity,Secondary / secondary special,0
45,3.5020669579725445,16341.30220194698,66678.44012579456,7840.226882295711,2,F,Government,Secondary / secondary special,1
28,10.0,34308.834390831784,134308.63630459827,8630.507983889122,1,M,Other,Secondary / secondary special,0
60,15.253357505013822,37573.72655986051,127780.35775088985,8106.701408732084,3,M,Other,Higher education,0
18,0.0,32787.62520788663,114121.0721171858,5963.018280889822,3,M,School,Secondary / secondary special,0
66,3.5296481786051848,61985.859172233846,115926.03300003441,8472.729412230283,2,F,School,Higher education,1
64,17.792126397083013,76767.83744244963,232285.81346189565,12006.346674831579,1,F,Business Entity,Secondary / secondary special,0
55,1.616469854672413,45997.252516108354,82933.04093944031,7042.845049105067,2,F,School,Secondary / secondary special,0
41,7.860488469948997,47251.183802408814,121790.94303084933,10400.062941289349,2,M,Other,Secondary / secondary special,1
64,1.2760092447501605,31014.88001860015,144253.07565115273,7750.289336730641,2,F,Business Entity,Secondary / secondary special,0
48,5.720037927578987,36226.31119766787,127185.75696333473,8496.563017355775,3,F,Business Entity,Secondary / secondary special,0
58,1.4625728350944731,44614.61284919162,182895.91151609636,19798.016761330007,2,F,Other,Secondary / secondary special,0
63,10.75934676474856,30996.54168255609,108754.48275584758,8958.991364956722,2,F,Government,Secondary / secondary special,0
67,4.12172584544318,50535.10819004057,110157.87681628144,8859.194200502778,2,M,Business Entity,Higher education,0
43,1.028566970175077,21416.397424274048,76709.87562342946,7587.7102716165,2,F,Other,Secondary / secondary special,0
66,1.270393069397415,25182.355692934547,104352.11291058567,10439.566535460486,2,F,Business Entity,Secondary / secondary special,0
67,3.4046031095000724,21515.81342341585,42696.35690006382,4412.129745368335,3,M,Other,Secondary / secondary special,0
22,4.0,25995.7656210693,113320.05222624565,12253.723642934183,2,F,Government,Secondary / secondary special,1
37,7.340606849373687,31456.404665424274,108331.85095297197,7177.802516334101,2,F,Self-employed,Higher education,0
58,3.350178040173456,60751.40985016691,92036.15073226822,5029.46662702174,2,F,Government,Secondary / secondary special,0
28,2.0603278004389582,37075.66453723092,123062.46158182411,9428.866320160023,3,F,Business Entity,Secondary / secondary special,0
50,3.984417228451678,19107.689680910906,55122.822827033684,6055.619885244954,2,F,Government,Higher education,1
67,6.898795481368158,18016.076305857103,45716.92484680506,2535.5523830130455,2,M,Business Entity,Secondary / secondary special,0
55,7.6607315846113755,29495.743256937963,123864.4321885578,11187.03492731781,2,F,Business Entity,Secondary / secondary special,0
44,1.9623159880690233,55116.285549854736,256194.2518640903,25382.652108700964,1,M,Government,Higher education,0
51,6.385572569865125,73239.37552977615,305355.88932788075,25557.83140824112,1,F,Business Entity,Secondary / secondary special,0
32,5.361635651619646,16393.1279987723,73174.07160370362,4965.759412923555,3,M,Self-employed,Secondary / secondary special,1
49,15.984628994553074,43746.90875386982,204767.61263050706,14915.613581542106,1,M,Government,Secondary / secondary special,0
38,13.374790946909043,29704.795287871963,139440.32697033236,7671.399786482526,2,F,Business Entity,Secondary / secondary special,0
63,7.788482575383373,30880.79064309902,58711.59369223633,4138.042929278541,2,M,Business Entity,Higher education,0
22,4.0,21330.197283785335,66067.06972964792,3508.5882308833447,2,M,Other,Higher education,0
23,1.6013127594614787,32531.638148149606,48830.07540673545,4924.15908034428,2,F,Business Entity,Incomplete higher,0
55,9.352885461323885,20856.2776878756,68254.65159965995,7703.19742108983,2,M,Self-employed,Secondary / secondary special,0
39,2.7887625321073917,31795.324773476732,150546.21337853366,14203.420851926076,2,M,Business Entity,Incomplete higher,0
35,1.5889235045748542,64481.19573541324,141656.03175798786,13594.619670137145,2,M,Business Entity,Secondary / secondary special,0
31,2.4238466010553497,49792.45572120548,186186.5994253856,15462.790305053848,3,F,Self-employed,Secondary / secondary special,0
27,9.0,94549.21819366544,355063.19999766845,21631.356067856177,2,M,Other,Higher education,0
63,0.8045611962151479,47248.61474145709,97390.68486888096,4922.199219260264,3,F,Self-employed,Secondary / secondary special,0
30,3.0454893911910688,39626.72465894599,92522.30105344656,6853.896609098269,1,M,Self-employed,Secondary / secondary special,0
48,3.389890027576063,47879.74355944216,149244.81121128637,15313.14431162324,2,M,School,Secondary / secondary special,1
47,0.18658705542559534,24639.371629982597,53189.820142444594,6235.453814526615,2,M,School,Higher education,0
20,1.089200880186726,12797.253103898414,45397.985681868915,3639.826394148464,2,F,School,Secondary / secondary special,1
47,8.764879697815918,54072.74646650869,172810.87730879945,13060.591763587547,2,F,Business Entity,Secondary / secondary special,0
23,5.0,14799.304384960875,49092.15815716783,3987.1224945632066,2,M,Government,Incomplete higher,1
46,1.7294881694422684,63627.46703059616,125386.60478910613,10023.937165378406,2,M,Business Entity,Secondary / secondary special,0
